eventId,name,description,type,peoplecount,agerecommended,daysleft,location
18797,Event18797,description18797,online|sports,429,5,38,Anantapur
18798,Event18798,description18798,entertainment|outdoor|online,433,44,35,Chennai
18799,Event18799,description18799,online,101,38,40,Belgaum
18800,Event18800,description18800,online|music|technology,377,41,32,Tiruchirappalli
18801,Event18801,description18801,outdoor|competition,421,19,39,Kasargod
18802,Event18802,description18802,online,427,6,15,Chikkamagaluru
18803,Event18803,description18803,technology|freeentry|infotainment,480,13,33,Hassan
18804,Event18804,description18804,dance|food,132,48,35,Belgaum
18805,Event18805,description18805,entertainment|freeentry,457,36,10,Mysore
18806,Event18806,description18806,sports,22,22,22,Nizamabad
18807,Event18807,description18807,sports|dance,406,26,32,Kakinada
18808,Event18808,description18808,entertainment|competition|music,20,34,33,Hosur
18809,Event18809,description18809,competition|entertainment|online,389,39,13,Anantapur
18810,Event18810,description18810,online|sports|dance,85,1,5,Pathanamthitta
18811,Event18811,description18811,online,294,23,5,Chittoor
18812,Event18812,description18812,dance|online|music,202,47,29,Thiruvananthapuram
18813,Event18813,description18813,freeentry|sports|competition,489,27,15,Kollam
18814,Event18814,description18814,freeentry|technology,467,6,23,Tiruppur
18815,Event18815,description18815,competition|technology,470,32,26,Karur
18816,Event18816,description18816,competition,196,45,6,Nizamabad
18817,Event18817,description18817,sports|technology,439,19,37,Tiruchirappalli
18818,Event18818,description18818,outdoor,254,13,12,Tumkur
18819,Event18819,description18819,music|competition|technology,274,28,4,Warangal
18820,Event18820,description18820,dance,403,28,31,Tumkur
18821,Event18821,description18821,dance|outdoor,242,24,8,Kadapa
18822,Event18822,description18822,infotainment|competition|freeentry,186,21,16,Gulbarga
18823,Event18823,description18823,technology,32,50,32,Palakkad
18824,Event18824,description18824,online|technology,218,23,10,Karur
18825,Event18825,description18825,dance|technology,475,18,14,Nellore
18826,Event18826,description18826,entertainment|dance,305,6,8,Coimbatore
18827,Event18827,description18827,music|dance,269,16,7,Kochi
18828,Event18828,description18828,entertainment,10,39,4,Hassan
18829,Event18829,description18829,sports|freeentry|dance,157,2,18,Tiruchirappalli
18830,Event18830,description18830,technology|dance|infotainment,298,4,31,Hyderabad
18831,Event18831,description18831,sports|infotainment|online,148,30,8,Chittoor
18832,Event18832,description18832,competition|infotainment|sports,99,28,39,Kannur
18833,Event18833,description18833,outdoor,179,35,15,Chennai
18834,Event18834,description18834,entertainment|freeentry|outdoor,278,13,7,Kollam
18835,Event18835,description18835,freeentry,324,19,22,Kozhikode
18836,Event18836,description18836,music|freeentry|technology,181,44,33,Belgaum
18837,Event18837,description18837,technology|sports,476,5,21,Ooty
18838,Event18838,description18838,online,251,49,9,Hosur
18839,Event18839,description18839,online|music|entertainment,134,21,12,Hosur
18840,Event18840,description18840,music,488,10,24,Thrissur
18841,Event18841,description18841,online|food|dance,94,48,20,Tumkur
18842,Event18842,description18842,music|outdoor,135,34,18,Vijayawada
18843,Event18843,description18843,competition,392,29,33,Chikkamagaluru
18844,Event18844,description18844,technology,112,47,2,Mandya
18845,Event18845,description18845,outdoor,394,33,17,Thiruvananthapuram
18846,Event18846,description18846,freeentry,332,16,9,Kottayam
18847,Event18847,description18847,entertainment,337,38,24,Karur
18848,Event18848,description18848,food|sports,466,4,37,Nizamabad
18849,Event18849,description18849,music|infotainment,480,47,25,Shimoga
18850,Event18850,description18850,competition|online,462,38,15,Kottayam
18851,Event18851,description18851,online|music|freeentry,376,24,33,Pathanamthitta
18852,Event18852,description18852,freeentry|online|sports,57,16,23,Warangal
18853,Event18853,description18853,infotainment,44,47,38,Kozhikode
18854,Event18854,description18854,competition|freeentry|dance,15,42,15,Nizamabad
18855,Event18855,description18855,outdoor|infotainment,322,30,28,Shimoga
18856,Event18856,description18856,technology|food,170,28,23,Thrissur
18857,Event18857,description18857,online|freeentry|technology,16,16,39,Belgaum
18858,Event18858,description18858,dance|entertainment|outdoor,306,32,29,Kolar
18859,Event18859,description18859,infotainment,69,42,39,Coimbatore
18860,Event18860,description18860,music,323,20,39,Shimoga
18861,Event18861,description18861,competition,450,13,24,Tiruchirappalli
18862,Event18862,description18862,freeentry|sports,351,32,3,Chennai
18863,Event18863,description18863,online|music,45,13,16,Salem
18864,Event18864,description18864,sports,193,37,11,Guntur
18865,Event18865,description18865,outdoor|entertainment|technology,194,22,14,Belgaum
18866,Event18866,description18866,competition|outdoor,291,6,13,Thanjavur
18867,Event18867,description18867,online,43,39,19,Thiruvananthapuram
18868,Event18868,description18868,freeentry|competition|infotainment,188,15,30,Hosur
18869,Event18869,description18869,music,373,19,5,Mangalore
18870,Event18870,description18870,outdoor,15,6,11,Tiruppur
18871,Event18871,description18871,food|outdoor,147,27,34,Thrissur
18872,Event18872,description18872,entertainment|dance|online,185,41,29,Chikkamagaluru
18873,Event18873,description18873,food|music,282,49,36,Madurai
18874,Event18874,description18874,online,255,7,29,Alappuzha
18875,Event18875,description18875,freeentry,369,32,33,Hassan
18876,Event18876,description18876,freeentry|sports|competition,453,44,24,Chittoor
18877,Event18877,description18877,dance|freeentry,368,9,22,Tiruchirappalli
18878,Event18878,description18878,technology|outdoor|food,451,25,32,Kasargod
18879,Event18879,description18879,technology|freeentry|music,63,3,14,Chittoor
18880,Event18880,description18880,dance|online|sports,144,6,38,Kozhikode
18881,Event18881,description18881,outdoor,276,27,9,Tumkur
18882,Event18882,description18882,freeentry|music|entertainment,145,37,10,Karaikudi
18883,Event18883,description18883,music|freeentry|food,419,2,7,Chittoor
18884,Event18884,description18884,food,182,4,17,Rajahmundry
18885,Event18885,description18885,entertainment|outdoor|infotainment,36,10,21,Shimoga
18886,Event18886,description18886,sports|infotainment,30,1,39,Thiruvananthapuram
18887,Event18887,description18887,entertainment,125,18,6,Madurai
18888,Event18888,description18888,dance,180,7,6,Kasargod
18889,Event18889,description18889,sports|dance,482,46,26,Kochi
18890,Event18890,description18890,competition,470,9,28,Madurai
18891,Event18891,description18891,freeentry|dance|technology,408,3,17,Tiruchirappalli
18892,Event18892,description18892,technology|freeentry|music,215,10,23,Tumkur
18893,Event18893,description18893,outdoor|freeentry|entertainment,305,29,22,Alappuzha
18894,Event18894,description18894,dance|entertainment|sports,352,33,3,Thrissur
18895,Event18895,description18895,competition|food|sports,395,49,31,Kakinada
18896,Event18896,description18896,online|competition,393,19,39,Bellary
18897,Event18897,description18897,entertainment|online|music,367,10,27,Mangalore
18898,Event18898,description18898,music|entertainment,331,6,21,Alappuzha
18899,Event18899,description18899,freeentry|music|outdoor,449,31,40,Coimbatore
18900,Event18900,description18900,freeentry,226,39,32,Kolar
18901,Event18901,description18901,entertainment|food|music,448,31,32,Kasargod
18902,Event18902,description18902,freeentry|infotainment|music,309,44,27,Anantapur
18903,Event18903,description18903,infotainment|freeentry,131,9,24,Palakkad
18904,Event18904,description18904,sports,405,21,15,Belgaum
18905,Event18905,description18905,infotainment|competition|freeentry,202,15,17,Bellary
18906,Event18906,description18906,music,453,35,20,Madurai
18907,Event18907,description18907,technology,482,42,23,Kurnool
18908,Event18908,description18908,outdoor,294,32,23,Chittoor
18909,Event18909,description18909,food|outdoor|music,98,38,10,Visakhapatnam
18910,Event18910,description18910,music|food,307,14,14,Mangalore
18911,Event18911,description18911,music|freeentry,67,5,2,Mangalore
18912,Event18912,description18912,sports|freeentry,177,40,21,Chittoor
18913,Event18913,description18913,food,489,18,17,Nizamabad
18914,Event18914,description18914,sports|online|outdoor,302,33,17,Kollam
18915,Event18915,description18915,entertainment|sports,294,20,4,Nellore
18916,Event18916,description18916,outdoor|sports|infotainment,456,29,17,Tiruppur
18917,Event18917,description18917,food|entertainment,227,24,3,Chennai
18918,Event18918,description18918,online|infotainment|freeentry,12,11,1,Nellore
18919,Event18919,description18919,dance|freeentry,213,38,24,Kochi
18920,Event18920,description18920,outdoor|dance|infotainment,69,10,22,Karaikudi
18921,Event18921,description18921,competition|music,28,16,8,Karur
18922,Event18922,description18922,technology|infotainment|dance,254,8,39,Karaikudi
18923,Event18923,description18923,technology|online|music,393,26,28,Coimbatore
18924,Event18924,description18924,food|entertainment,462,16,36,Ooty
18925,Event18925,description18925,entertainment|outdoor|technology,44,27,18,Davangere
18926,Event18926,description18926,technology|infotainment,78,34,28,Karur
18927,Event18927,description18927,outdoor|infotainment,476,31,13,Kozhikode
18928,Event18928,description18928,infotainment|entertainment|dance,32,27,37,Tumkur
18929,Event18929,description18929,dance|competition,165,20,29,Tumkur
18930,Event18930,description18930,competition,237,35,21,Davangere
18931,Event18931,description18931,technology|dance,423,31,34,Vijayawada
18932,Event18932,description18932,sports,265,38,19,Bellary
18933,Event18933,description18933,competition|outdoor|technology,109,38,32,Chittoor
18934,Event18934,description18934,technology|sports,387,12,20,Chennai
18935,Event18935,description18935,music|entertainment|infotainment,420,30,17,Mangalore
18936,Event18936,description18936,freeentry,316,25,20,Visakhapatnam
18937,Event18937,description18937,freeentry|online|infotainment,174,46,11,Thanjavur
18938,Event18938,description18938,online,478,22,22,Kannur
18939,Event18939,description18939,infotainment,12,17,20,Hosur
18940,Event18940,description18940,infotainment|food|freeentry,305,6,5,Kadapa
18941,Event18941,description18941,competition,207,11,23,Thrissur
18942,Event18942,description18942,food|dance,422,47,17,Shimoga
18943,Event18943,description18943,competition|food|entertainment,393,20,30,Kozhikode
18944,Event18944,description18944,technology,66,38,33,Belgaum
18945,Event18945,description18945,technology,220,18,3,Kurnool
18946,Event18946,description18946,outdoor|freeentry|competition,394,2,9,Nellore
18947,Event18947,description18947,competition,473,35,31,Thrissur
18948,Event18948,description18948,outdoor|online,313,23,19,Vijayawada
18949,Event18949,description18949,online|sports|competition,211,47,10,Kollam
18950,Event18950,description18950,freeentry,41,46,14,Mysore
18951,Event18951,description18951,technology,341,37,2,Rajahmundry
18952,Event18952,description18952,entertainment|infotainment|music,316,1,31,Ooty
18953,Event18953,description18953,freeentry|music,407,1,3,Kurnool
18954,Event18954,description18954,freeentry|technology,456,14,2,Tiruchirappalli
18955,Event18955,description18955,freeentry|technology|entertainment,471,7,2,Vijayawada
18956,Event18956,description18956,online|sports|competition,53,27,40,Belgaum
18957,Event18957,description18957,music,249,4,30,Thanjavur
18958,Event18958,description18958,online|food,119,12,37,Nellore
18959,Event18959,description18959,online|competition|dance,27,11,30,Rajahmundry
18960,Event18960,description18960,sports,90,24,36,Karur
18961,Event18961,description18961,music|online|sports,409,34,38,Rajahmundry
18962,Event18962,description18962,entertainment|technology,305,11,11,Guntur
18963,Event18963,description18963,dance|sports,203,17,2,Belgaum
18964,Event18964,description18964,technology,392,38,6,Nellore
18965,Event18965,description18965,online,12,44,32,Vijayawada
18966,Event18966,description18966,technology,209,14,27,Kurnool
18967,Event18967,description18967,technology,352,28,20,Mandya
18968,Event18968,description18968,outdoor|infotainment|entertainment,417,15,16,Bangalore
18969,Event18969,description18969,freeentry|infotainment|music,163,7,23,Vijayawada
18970,Event18970,description18970,entertainment|technology|infotainment,152,50,19,Kadapa
18971,Event18971,description18971,food|freeentry,264,33,35,Hassan
18972,Event18972,description18972,infotainment|music|competition,24,47,37,Madurai
18973,Event18973,description18973,freeentry|sports|outdoor,469,23,26,Madurai
18974,Event18974,description18974,sports,290,22,31,Chittoor
18975,Event18975,description18975,technology|entertainment,273,20,30,Ooty
18976,Event18976,description18976,food|outdoor|competition,198,44,5,Visakhapatnam
18977,Event18977,description18977,infotainment|technology,150,48,9,Tumkur
18978,Event18978,description18978,online|dance|food,158,22,2,Pathanamthitta
18979,Event18979,description18979,competition|entertainment|sports,491,45,11,Bellary
18980,Event18980,description18980,food|freeentry,264,15,4,Tiruchirappalli
18981,Event18981,description18981,sports|competition,332,49,34,Hosur
18982,Event18982,description18982,freeentry|sports,270,16,31,Alappuzha
18983,Event18983,description18983,infotainment,228,5,26,Guntur
18984,Event18984,description18984,sports,137,8,21,Tumkur
18985,Event18985,description18985,music|sports|entertainment,353,38,26,Ooty
18986,Event18986,description18986,freeentry|online|music,93,18,9,Belgaum
18987,Event18987,description18987,outdoor|sports,239,38,34,Alappuzha
18988,Event18988,description18988,dance|outdoor,36,15,33,Tiruppur
18989,Event18989,description18989,dance,182,28,15,Tiruchirappalli
18990,Event18990,description18990,food|competition|online,233,11,25,Ooty
18991,Event18991,description18991,music|sports,143,9,39,Anantapur
18992,Event18992,description18992,outdoor|food|technology,292,9,4,Bangalore
18993,Event18993,description18993,outdoor|infotainment,286,39,24,Chittoor
18994,Event18994,description18994,music|infotainment,498,17,27,Madurai
18995,Event18995,description18995,infotainment,241,11,10,Chittoor
18996,Event18996,description18996,competition|outdoor,235,49,13,Karaikudi
18997,Event18997,description18997,music|infotainment|food,199,7,35,Mangalore
18998,Event18998,description18998,outdoor,134,1,4,Vijayawada
18999,Event18999,description18999,sports|dance|online,62,18,13,Chennai
19000,Event19000,description19000,entertainment|music|outdoor,250,43,8,Alappuzha
19001,Event19001,description19001,dance|outdoor|competition,73,49,1,Guntur
19002,Event19002,description19002,infotainment|outdoor,276,2,2,Bellary
19003,Event19003,description19003,competition|outdoor,378,18,33,Kolar
19004,Event19004,description19004,dance,49,3,18,Chittoor
19005,Event19005,description19005,food,488,28,14,Warangal
19006,Event19006,description19006,infotainment|entertainment,84,34,37,Nizamabad
19007,Event19007,description19007,competition,436,34,14,Kakinada
19008,Event19008,description19008,infotainment|dance|entertainment,385,23,6,Visakhapatnam
19009,Event19009,description19009,music,98,11,9,Kochi
19010,Event19010,description19010,competition|food,497,8,14,Nizamabad
19011,Event19011,description19011,music|outdoor,319,46,9,Bellary
19012,Event19012,description19012,dance|infotainment|music,288,32,29,Kochi
19013,Event19013,description19013,music|dance|food,25,36,19,Pathanamthitta
19014,Event19014,description19014,outdoor|freeentry|food,319,41,22,Chennai
19015,Event19015,description19015,outdoor|freeentry|entertainment,341,34,19,Pathanamthitta
19016,Event19016,description19016,dance|food|sports,182,49,7,Tiruchirappalli
19017,Event19017,description19017,food|online|freeentry,493,24,30,Kannur
19018,Event19018,description19018,outdoor|food|competition,126,33,22,Alappuzha
19019,Event19019,description19019,freeentry|outdoor,20,10,34,Mysore
19020,Event19020,description19020,freeentry|online,256,19,8,Vijayawada
19021,Event19021,description19021,music|competition,211,49,2,Karaikudi
19022,Event19022,description19022,infotainment,43,2,38,Kurnool
19023,Event19023,description19023,infotainment|entertainment,319,32,38,Kannur
19024,Event19024,description19024,sports,91,42,11,Nellore
19025,Event19025,description19025,freeentry|sports,119,45,33,Tiruchirappalli
19026,Event19026,description19026,food|online|competition,202,45,19,Chittoor
19027,Event19027,description19027,food|online,151,48,5,Guntur
19028,Event19028,description19028,entertainment,36,15,1,Mandya
19029,Event19029,description19029,infotainment,72,5,30,Shimoga
19030,Event19030,description19030,sports|food,111,48,24,Gulbarga
19031,Event19031,description19031,dance|technology|freeentry,218,35,30,Chittoor
19032,Event19032,description19032,entertainment|food|outdoor,229,37,40,Karur
19033,Event19033,description19033,outdoor|sports,23,12,7,Gulbarga
19034,Event19034,description19034,sports,329,12,35,Madurai
19035,Event19035,description19035,food|online|outdoor,23,48,38,Vijayawada
19036,Event19036,description19036,dance,407,48,16,Thiruvananthapuram
19037,Event19037,description19037,dance,337,35,2,Visakhapatnam
19038,Event19038,description19038,technology|infotainment|music,26,27,8,Thiruvananthapuram
19039,Event19039,description19039,dance|food,61,33,21,Kadapa
19040,Event19040,description19040,entertainment,102,17,22,Bangalore
19041,Event19041,description19041,food,149,37,31,Nellore
19042,Event19042,description19042,food|online,399,10,38,Kottayam
19043,Event19043,description19043,music|outdoor,162,41,39,Hosur
19044,Event19044,description19044,technology|sports|music,372,39,14,Pathanamthitta
19045,Event19045,description19045,online|entertainment,480,17,30,Kasargod
19046,Event19046,description19046,music|infotainment,380,12,35,Shimoga
19047,Event19047,description19047,dance,327,42,4,Davangere
19048,Event19048,description19048,sports,250,20,26,Alappuzha
19049,Event19049,description19049,dance|outdoor|freeentry,352,25,20,Ooty
19050,Event19050,description19050,infotainment|music|food,259,18,34,Chittoor
19051,Event19051,description19051,technology|infotainment,304,17,15,Guntur
19052,Event19052,description19052,outdoor|freeentry|music,85,24,31,Mangalore
19053,Event19053,description19053,competition|online,413,16,23,Nizamabad
19054,Event19054,description19054,online,170,13,4,Nizamabad
19055,Event19055,description19055,food,348,9,6,Guntur
19056,Event19056,description19056,online|competition|outdoor,91,38,23,Hosur
19057,Event19057,description19057,dance|outdoor|music,139,39,30,Mandya
19058,Event19058,description19058,music,17,18,5,Tiruppur
19059,Event19059,description19059,competition|entertainment,320,6,24,Visakhapatnam
19060,Event19060,description19060,freeentry|online|technology,52,10,9,Hosur
19061,Event19061,description19061,music|technology|competition,171,14,8,Bellary
19062,Event19062,description19062,entertainment|infotainment,477,7,10,Mandya
19063,Event19063,description19063,dance,39,16,27,Pathanamthitta
19064,Event19064,description19064,entertainment,275,17,2,Madurai
19065,Event19065,description19065,infotainment,28,11,8,Kottayam
19066,Event19066,description19066,entertainment,193,48,35,Kozhikode
19067,Event19067,description19067,music|entertainment,138,7,17,Belgaum
19068,Event19068,description19068,technology|outdoor,70,42,23,Thrissur
19069,Event19069,description19069,sports|online,428,14,31,Shimoga
19070,Event19070,description19070,entertainment|sports|infotainment,447,30,23,Salem
19071,Event19071,description19071,infotainment,383,29,29,Hassan
19072,Event19072,description19072,food,124,17,22,Nizamabad
19073,Event19073,description19073,food|sports,201,32,26,Kadapa
19074,Event19074,description19074,music,244,50,34,Vijayawada
19075,Event19075,description19075,food|technology,141,38,30,Karur
19076,Event19076,description19076,infotainment,31,43,38,Chikkamagaluru
19077,Event19077,description19077,online|freeentry|technology,237,7,1,Rajahmundry
19078,Event19078,description19078,infotainment|entertainment,426,19,20,Gulbarga
19079,Event19079,description19079,infotainment|freeentry|outdoor,210,50,28,Shimoga
19080,Event19080,description19080,outdoor|food,363,23,5,Shimoga
19081,Event19081,description19081,online|freeentry,289,40,30,Thrissur
19082,Event19082,description19082,music|outdoor,289,40,26,Nizamabad
19083,Event19083,description19083,online|outdoor,178,13,29,Nellore
19084,Event19084,description19084,sports|outdoor|competition,57,3,6,Ooty
19085,Event19085,description19085,competition|sports,157,36,24,Hassan
19086,Event19086,description19086,competition,404,13,21,Kozhikode
19087,Event19087,description19087,online|sports,369,2,1,Mangalore
19088,Event19088,description19088,freeentry,73,3,1,Kottayam
19089,Event19089,description19089,technology,47,18,30,Guntur
19090,Event19090,description19090,competition|food|sports,70,8,11,Thrissur
19091,Event19091,description19091,freeentry|online|food,74,45,25,Guntur
19092,Event19092,description19092,online,231,26,12,Anantapur
19093,Event19093,description19093,entertainment,51,7,15,Karaikudi
19094,Event19094,description19094,dance|music|entertainment,254,41,37,Belgaum
19095,Event19095,description19095,technology|entertainment,258,31,20,Pathanamthitta
19096,Event19096,description19096,online|competition|entertainment,164,32,3,Shimoga
19097,Event19097,description19097,entertainment,335,16,10,Chikkamagaluru
19098,Event19098,description19098,music|online|food,131,15,35,Warangal
19099,Event19099,description19099,infotainment,471,20,25,Kannur
19100,Event19100,description19100,sports,406,35,33,Hosur
19101,Event19101,description19101,entertainment,296,23,13,Guntur
19102,Event19102,description19102,dance,141,21,24,Karur
19103,Event19103,description19103,technology|sports,474,29,28,Tiruchirappalli
19104,Event19104,description19104,sports,140,24,26,Bangalore
19105,Event19105,description19105,food|technology|sports,437,36,34,Vijayawada
19106,Event19106,description19106,technology|sports|infotainment,173,49,32,Chennai
19107,Event19107,description19107,online|technology,429,43,10,Pathanamthitta
19108,Event19108,description19108,freeentry|competition,169,33,1,Kottayam
19109,Event19109,description19109,online|technology,305,8,16,Visakhapatnam
19110,Event19110,description19110,music|food,368,36,39,Madurai
19111,Event19111,description19111,food|outdoor|technology,179,12,38,Tiruchirappalli
19112,Event19112,description19112,freeentry|entertainment|outdoor,141,22,10,Guntur
19113,Event19113,description19113,dance,36,6,6,Tumkur
19114,Event19114,description19114,music|infotainment|technology,363,26,25,Visakhapatnam
19115,Event19115,description19115,online|infotainment,355,8,31,Mandya
19116,Event19116,description19116,music,265,35,18,Hyderabad
19117,Event19117,description19117,competition,179,37,36,Nizamabad
19118,Event19118,description19118,freeentry,23,33,2,Hassan
19119,Event19119,description19119,technology|food,98,50,4,Alappuzha
19120,Event19120,description19120,dance|competition|sports,52,30,16,Tiruppur
19121,Event19121,description19121,entertainment,476,35,37,Guntur
19122,Event19122,description19122,entertainment,389,38,27,Karur
19123,Event19123,description19123,competition|entertainment,261,42,6,Shimoga
19124,Event19124,description19124,music|outdoor|competition,103,30,34,Shimoga
19125,Event19125,description19125,infotainment|music,13,15,16,Rajahmundry
19126,Event19126,description19126,infotainment|entertainment|food,386,17,23,Alappuzha
19127,Event19127,description19127,food|freeentry,221,18,23,Chennai
19128,Event19128,description19128,outdoor|competition|food,175,24,8,Tiruchirappalli
19129,Event19129,description19129,freeentry|food|dance,225,12,28,Warangal
19130,Event19130,description19130,online|infotainment|entertainment,357,18,2,Karaikudi
19131,Event19131,description19131,competition,464,16,29,Kurnool
19132,Event19132,description19132,sports,367,38,13,Hassan
19133,Event19133,description19133,online|entertainment|dance,444,40,30,Madurai
19134,Event19134,description19134,competition,392,30,32,Guntur
19135,Event19135,description19135,online|music|sports,437,17,38,Shimoga
19136,Event19136,description19136,food|online,168,23,17,Tiruchirappalli
19137,Event19137,description19137,technology|music,41,40,12,Belgaum
19138,Event19138,description19138,technology|outdoor|music,361,47,20,Kasargod
19139,Event19139,description19139,online,186,23,7,Vijayawada
19140,Event19140,description19140,entertainment|competition|outdoor,433,14,8,Vijayawada
19141,Event19141,description19141,dance|food|online,483,14,34,Alappuzha
19142,Event19142,description19142,online,224,4,32,Tiruchirappalli
19143,Event19143,description19143,dance,480,30,31,Kannur
19144,Event19144,description19144,outdoor,265,7,29,Karur
19145,Event19145,description19145,online|outdoor,418,22,31,Chennai
19146,Event19146,description19146,infotainment,179,28,12,Kadapa
19147,Event19147,description19147,outdoor|dance|food,435,30,29,Coimbatore
19148,Event19148,description19148,dance|competition|outdoor,296,31,22,Alappuzha
19149,Event19149,description19149,food|music,146,17,34,Mandya
19150,Event19150,description19150,food|sports,85,40,18,Kottayam
19151,Event19151,description19151,technology,51,3,15,Belgaum
19152,Event19152,description19152,food,218,18,3,Davangere
19153,Event19153,description19153,food,162,42,37,Guntur
19154,Event19154,description19154,technology|competition|online,434,8,9,Tiruchirappalli
19155,Event19155,description19155,dance|outdoor|infotainment,73,48,24,Hyderabad
19156,Event19156,description19156,outdoor|food,228,35,18,Hyderabad
19157,Event19157,description19157,outdoor|online,388,34,25,Alappuzha
19158,Event19158,description19158,technology,477,37,9,Mangalore
19159,Event19159,description19159,competition|entertainment|freeentry,376,15,14,Nizamabad
19160,Event19160,description19160,freeentry|outdoor,185,43,9,Karaikudi
19161,Event19161,description19161,infotainment|outdoor|sports,52,15,23,Bangalore
19162,Event19162,description19162,food,39,50,13,Thanjavur
19163,Event19163,description19163,online|freeentry|music,287,27,13,Rajahmundry
19164,Event19164,description19164,outdoor,227,47,37,Alappuzha
19165,Event19165,description19165,outdoor|infotainment|sports,332,35,4,Kurnool
19166,Event19166,description19166,food|online,474,29,13,Madurai
19167,Event19167,description19167,music,382,19,39,Warangal
19168,Event19168,description19168,online|sports|food,343,34,4,Thanjavur
19169,Event19169,description19169,technology|dance|food,155,26,19,Alappuzha
19170,Event19170,description19170,online|infotainment,226,38,26,Gulbarga
19171,Event19171,description19171,sports|entertainment|food,403,14,32,Hosur
19172,Event19172,description19172,outdoor|food|entertainment,448,14,31,Coimbatore
19173,Event19173,description19173,competition|freeentry|online,232,24,17,Kolar
19174,Event19174,description19174,sports,171,37,28,Belgaum
19175,Event19175,description19175,infotainment|outdoor,33,39,39,Thiruvananthapuram
19176,Event19176,description19176,outdoor,196,32,19,Alappuzha
19177,Event19177,description19177,infotainment,317,39,15,Hyderabad
19178,Event19178,description19178,online|freeentry,143,31,17,Kozhikode
19179,Event19179,description19179,technology,185,4,36,Kozhikode
19180,Event19180,description19180,music|online|entertainment,344,8,28,Mangalore
19181,Event19181,description19181,competition|food|infotainment,96,14,34,Thanjavur
19182,Event19182,description19182,music|sports,174,42,5,Guntur
19183,Event19183,description19183,competition|food|sports,295,34,12,Kochi
19184,Event19184,description19184,infotainment,341,28,29,Hassan
19185,Event19185,description19185,freeentry|competition,279,34,35,Visakhapatnam
19186,Event19186,description19186,freeentry,346,17,12,Chikkamagaluru
19187,Event19187,description19187,technology|dance,304,41,5,Palakkad
19188,Event19188,description19188,food|sports|entertainment,360,30,15,Belgaum
19189,Event19189,description19189,technology|online|sports,419,48,36,Chittoor
19190,Event19190,description19190,entertainment|outdoor|technology,265,3,1,Kannur
19191,Event19191,description19191,freeentry,469,42,33,Kolar
19192,Event19192,description19192,online|entertainment|technology,343,6,32,Belgaum
19193,Event19193,description19193,entertainment,479,34,9,Karur
19194,Event19194,description19194,dance|outdoor,401,45,24,Tiruchirappalli
19195,Event19195,description19195,freeentry,335,45,7,Mangalore
19196,Event19196,description19196,dance|food|competition,266,37,21,Hosur
19197,Event19197,description19197,online|technology,305,7,10,Tiruchirappalli
19198,Event19198,description19198,competition|online,112,25,26,Karaikudi
19199,Event19199,description19199,music,30,24,40,Kollam
19200,Event19200,description19200,sports|outdoor|food,12,13,26,Thanjavur
19201,Event19201,description19201,technology|competition|sports,446,50,8,Coimbatore
19202,Event19202,description19202,outdoor,144,28,10,Pathanamthitta
19203,Event19203,description19203,infotainment|outdoor,240,16,21,Shimoga
19204,Event19204,description19204,food|technology,472,27,5,Kasargod
19205,Event19205,description19205,technology|music,387,5,1,Karaikudi
19206,Event19206,description19206,technology,372,23,17,Karur
19207,Event19207,description19207,outdoor|food|dance,270,36,34,Thiruvananthapuram
19208,Event19208,description19208,competition|freeentry,203,32,36,Gulbarga
19209,Event19209,description19209,outdoor,348,6,11,Tiruppur
19210,Event19210,description19210,dance|technology|infotainment,202,9,29,Hyderabad
19211,Event19211,description19211,freeentry|dance|outdoor,136,24,8,Bellary
19212,Event19212,description19212,online|competition|food,228,8,9,Chikkamagaluru
19213,Event19213,description19213,competition|dance,357,49,29,Kozhikode
19214,Event19214,description19214,freeentry,476,26,3,Thanjavur
19215,Event19215,description19215,outdoor,472,47,40,Thanjavur
19216,Event19216,description19216,competition|online,196,44,8,Nizamabad
19217,Event19217,description19217,technology|music,172,13,3,Salem
19218,Event19218,description19218,sports|food|music,100,7,20,Kochi
19219,Event19219,description19219,outdoor|food,287,13,20,Nellore
19220,Event19220,description19220,competition,56,5,30,Kurnool
19221,Event19221,description19221,outdoor|music|competition,250,44,15,Tumkur
19222,Event19222,description19222,dance|sports,352,18,40,Visakhapatnam
19223,Event19223,description19223,online|music|outdoor,261,16,21,Bangalore
19224,Event19224,description19224,sports|entertainment,64,23,15,Bangalore
19225,Event19225,description19225,dance,22,32,39,Bangalore
19226,Event19226,description19226,sports|online,383,30,11,Kasargod
19227,Event19227,description19227,entertainment|infotainment,291,14,36,Nizamabad
19228,Event19228,description19228,technology,120,28,24,Pathanamthitta
19229,Event19229,description19229,entertainment|sports|online,354,16,22,Chittoor
19230,Event19230,description19230,freeentry|online|music,327,45,7,Palakkad
19231,Event19231,description19231,technology,447,19,13,Chikkamagaluru
19232,Event19232,description19232,infotainment,336,21,10,Coimbatore
19233,Event19233,description19233,outdoor|technology,36,37,26,Vijayawada
19234,Event19234,description19234,dance|technology|competition,184,5,10,Coimbatore
19235,Event19235,description19235,food,98,42,39,Davangere
19236,Event19236,description19236,entertainment,81,33,31,Palakkad
19237,Event19237,description19237,technology|dance|music,42,32,5,Kannur
19238,Event19238,description19238,outdoor,312,22,37,Thiruvananthapuram
19239,Event19239,description19239,freeentry|technology,99,18,36,Palakkad
19240,Event19240,description19240,sports|outdoor,493,7,24,Davangere
19241,Event19241,description19241,infotainment,216,6,32,Kolar
